Sets_Ops/sec,Sets_Hits/sec,Sets_Misses/sec,Sets_Avg_Latency,Sets_p50_Latency,Sets_p99_Latency,Sets_p100_Latency,Sets_KB/sec,Gets_Ops/sec,Gets_Hits/sec,Gets_Misses/sec,Gets_Avg_Latency,Gets_p50_Latency,Gets_p99_Latency,Gets_p100_Latency,Gets_KB/sec,Waits_Ops/sec,Waits_Hits/sec,Waits_Misses/sec,Waits_Avg_Latency,Waits_p50_Latency,Waits_p99_Latency,Waits_p100_Latency,Waits_KB/sec,Totals_Ops/sec,Totals_Hits/sec,Totals_Misses/sec,Totals_Avg_Latency,Totals_p50_Latency,Totals_p99_Latency,Totals_p100_Latency,Totals_KB/sec,,,,,,,
17.03,,,117.454,1.33,0,0,0,0,0,0,,,0,,17.03,0,0,117.454,1.33,,,,,,,,,,,,,,,,,,,
42912.38,,,0.045,3352.53,0,0,0,0,0,0,,,0,,42912.38,0,0,0.045,3352.53,,,,,,,,,,,,,,,,,,,
46231.44,,,0.042,3611.83,0,0,0,0,0,0,,,0,,46231.44,0,0,0.042,3611.83,,,,,,,,,,,,,,,,,,,
47033.15,,,0.041,3674.46,0,0,0,0,0,0,,,0,,47033.15,0,0,0.041,3674.46,,,,,,,,,,,,,,,,,,,
49242.41,,,0.039,3847.06,0,0,0,0,0,0,,,0,,49242.41,0,0,0.039,3847.06,,,,,,,,,,,,,,,,,,,
16.92,,,118.196,1.32,0,0,0,0,0,0,,,0,,16.92,0,0,118.196,1.32,,,,,,,,,,,,,,,,,,,
16.81,,,118.975,1.31,0,0,0,0,0,0,,,0,,16.81,0,0,118.975,1.31,,,,,,,,,,,,,,,,,,,
47439.46,,,0.041,3706.21,0,0,0,0,0,0,,,0,,47439.46,0,0,0.041,3706.21,,,,,,,,,,,,,,,,,,,
44728.52,,,0.043,3494.42,0,0,0,0,0,0,,,0,,44728.52,0,0,0.043,3494.42,,,,,,,,,,,,,,,,,,,
43521.97,,,0.044,3400.15,0,0,0,0,0,0,,,0,,43521.97,0,0,0.044,3400.15,,,,,,,,,,,,,,,,,,,
46324.93,,,0.041,3619.13,0,0,0,0,0,0,,,0,,46324.93,0,0,0.041,3619.13,,,,,,,,,,,,,,,,,,,
32.61,,,61.259,2.55,0,0,0,0,0,0,,,0,,32.61,0,0,61.259,2.55,,,,,,,,,,,,,,,,,,,
17.04,,,117.4,1.33,0,0,0,0,0,0,,,0,,17.04,0,0,117.4,1.33,,,,,,,,,,,,,,,,,,,
44140.85,,,0.044,3448.5,0,0,0,0,0,0,,,0,,44140.85,0,0,0.044,3448.5,,,,,,,,,,,,,,,,,,,
16.85,,,118.68,1.32,0,0,0,0,0,0,,,0,,16.85,0,0,118.68,1.32,,,,,,,,,,,,,,,,,,,
17.09,,,117.044,1.33,0,0,0,0,0,0,,,0,,17.09,0,0,117.044,1.33,,,,,,,,,,,,,,,,,,,
47521.4,,,0.04,3712.61,0,0,0,0,0,0,,,0,,47521.4,0,0,0.04,3712.61,,,,,,,,,,,,,,,,,,,
25.1,,,79.886,1.96,0,0,0,0,0,0,,,0,,25.1,0,0,79.886,1.96,,,,,,,,,,,,,,,,,,,
46388.97,,,0.042,3624.14,0,0,0,0,0,0,,,0,,46388.97,0,0,0.042,3624.14,,,,,,,,,,,,,,,,,,,
34527.94,,,0.056,2697.5,0,0,0,0,0,0,,,0,,34527.94,0,0,0.056,2697.5,,,,,,,,,,,,,,,,,,,
23.9,,,83.745,1.87,0,0,0,0,0,0,,,0,,23.9,0,0,83.745,1.87,,,,,,,,,,,,,,,,,,,
67.44,,,29.652,5.27,0,0,0,0,0,0,,,0,,67.44,0,0,29.652,5.27,,,,,,,,,,,,,,,,,,,
33.68,,,59.462,2.63,0,0,0,0,0,0,,,0,,33.68,0,0,59.462,2.63,,,,,,,,,,,,,,,,,,,
30.29,,,65.871,2.37,0,0,0,0,0,0,,,0,,30.29,0,0,65.871,2.37,,,,,,,,,,,,,,,,,,,
40822.41,,,0.047,3189.25,0,0,0,0,0,0,,,0,,40822.41,0,0,0.047,3189.25,,,,,,,,,,,,,,,,,,,
17.17,,,116.494,1.34,0,0,0,0,0,0,,,0,,17.17,0,0,116.494,1.34,,,,,,,,,,,,,,,,,,,
44602.34,,,0.043,3484.56,0,0,0,0,0,0,,,0,,44602.34,0,0,0.043,3484.56,,,,,,,,,,,,,,,,,,,
28178.78,,,0.07,2201.47,0,0,0,0,0,0,,,0,,28178.78,0,0,0.07,2201.47,,,,,,,,,,,,,,,,,,,
38.13,,,52.445,2.98,0,0,0,0,0,0,,,0,,38.13,0,0,52.445,2.98,,,,,,,,,,,,,,,,,,,
24.07,,,83.07,1.88,0,0,0,0,0,0,,,0,,24.07,0,0,83.07,1.88,,,,,,,,,,,,,,,,,,,
45928.02,,,0.042,3588.13,0,0,0,0,0,0,,,0,,45928.02,0,0,0.042,3588.13,,,,,,,,,,,,,,,,,,,
16.73,,,119.568,1.31,0,0,0,0,0,0,,,0,,16.73,0,0,119.568,1.31,,,,,,,,,,,,,,,,,,,
46266.09,,,0.042,3614.54,0,0,0,0,0,0,,,0,,46266.09,0,0,0.042,3614.54,,,,,,,,,,,,,,,,,,,
46456.64,,,0.041,3629.42,0,0,0,0,0,0,,,0,,46456.64,0,0,0.041,3629.42,,,,,,,,,,,,,,,,,,,
16.93,,,118.093,1.32,0,0,0,0,0,0,,,0,,16.93,0,0,118.093,1.32,,,,,,,,,,,,,,,,,,,
16.96,,,117.912,1.33,0,0,0,0,0,0,,,0,,16.96,0,0,117.912,1.33,,,,,,,,,,,,,,,,,,,
45724.01,,,0.042,3572.19,0,0,0,0,0,0,,,0,,45724.01,0,0,0.042,3572.19,,,,,,,,,,,,,,,,,,,
44029.49,,,0.044,3439.8,0,0,0,0,0,0,,,0,,44029.49,0,0,0.044,3439.8,,,,,,,,,,,,,,,,,,,
49648.37,,,0.039,3878.78,0,0,0,0,0,0,,,0,,49648.37,0,0,0.039,3878.78,,,,,,,,,,,,,,,,,,,
44314.55,,,0.044,3462.07,0,0,0,0,0,0,,,0,,44314.55,0,0,0.044,3462.07,,,,,,,,,,,,,,,,,,,
17.16,,,116.562,1.34,0,0,0,0,0,0,,,0,,17.16,0,0,116.562,1.34,,,,,,,,,,,,,,,,,,,
45827.2,,,0.042,3580.25,0,0,0,0,0,0,,,0,,45827.2,0,0,0.042,3580.25,,,,,,,,,,,,,,,,,,,
16.3,,,122.68,1.27,0,0,0,0,0,0,,,0,,16.3,0,0,122.68,1.27,,,,,,,,,,,,,,,,,,,
18.2,,,109.877,1.42,0,0,0,0,0,0,,,0,,18.2,0,0,109.877,1.42,,,,,,,,,,,,,,,,,,,
17.5,,,114.268,1.37,0,0,0,0,0,0,,,0,,17.5,0,0,114.268,1.37,,,,,,,,,,,,,,,,,,,
17.04,,,117.379,1.33,0,0,0,0,0,0,,,0,,17.04,0,0,117.379,1.33,,,,,,,,,,,,,,,,,,,
47626.3,,,0.04,3720.81,0,0,0,0,0,0,,,0,,47626.3,0,0,0.04,3720.81,,,,,,,,,,,,,,,,,,,
49079.88,,,0.039,3834.37,0,0,0,0,0,0,,,0,,49079.88,0,0,0.039,3834.37,,,,,,,,,,,,,,,,,,,
47258.53,,,0.041,3692.07,0,0,0,0,0,0,,,0,,47258.53,0,0,0.041,3692.07,,,,,,,,,,,,,,,,,,,
25.87,,,77.402,2.02,0,0,0,0,0,0,,,0,,25.87,0,0,77.402,2.02,,,,,,,,,,,,,,,,,,,
17.55,,,113.972,1.37,0,0,0,0,0,0,,,0,,17.55,0,0,113.972,1.37,,,,,,,,,,,,,,,,,,,
17.51,,,114.216,1.37,0,0,0,0,0,0,,,0,,17.51,0,0,114.216,1.37,,,,,,,,,,,,,,,,,,,
67.54,,,29.611,5.28,0,0,0,0,0,0,,,0,,67.54,0,0,29.611,5.28,,,,,,,,,,,,,,,,,,,
56.07,,,35.665,4.38,0,0,0,0,0,0,,,0,,56.07,0,0,35.665,4.38,,,,,,,,,,,,,,,,,,,
40187.19,,,0.048,3139.62,0,0,0,0,0,0,,,0,,40187.19,0,0,0.048,3139.62,,,,,,,,,,,,,,,,,,,
28.58,,,69.852,2.23,0,0,0,0,0,0,,,0,,28.58,0,0,69.852,2.23,,,,,,,,,,,,,,,,,,,
42928.31,,,0.045,3353.77,0,0,0,0,0,0,,,0,,42928.31,0,0,0.045,3353.77,,,,,,,,,,,,,,,,,,,
67.48,,,29.636,5.27,0,0,0,0,0,0,,,0,,67.48,0,0,29.636,5.27,,,,,,,,,,,,,,,,,,,
45082.92,,,0.043,3522.1,0,0,0,0,0,0,,,0,,45082.92,0,0,0.043,3522.1,,,,,,,,,,,,,,,,,,,
47429.44,,,0.04,3705.43,0,0,0,0,0,0,,,0,,47429.44,0,0,0.04,3705.43,,,,,,,,,,,,,,,,,,,
43239.78,,,0.044,3378.11,0,0,0,0,0,0,,,0,,43239.78,0,0,0.044,3378.11,,,,,,,,,,,,,,,,,,,
26.23,,,76.405,2.05,0,0,0,0,0,0,,,0,,26.23,0,0,76.405,2.05,,,,,,,,,,,,,,,,,,,
26.18,,,76.582,2.05,0,0,0,0,0,0,,,0,,26.18,0,0,76.582,2.05,,,,,,,,,,,,,,,,,,,
23.83,,,84.192,1.86,0,0,0,0,0,0,,,0,,23.83,0,0,84.192,1.86,,,,,,,,,,,,,,,,,,,
17.2,,,116.276,1.34,0,0,0,0,0,0,,,0,,17.2,0,0,116.276,1.34,,,,,,,,,,,,,,,,,,,
45324.65,,,0.042,3540.99,0,0,0,0,0,0,,,0,,45324.65,0,0,0.042,3540.99,,,,,,,,,,,,,,,,,,,
47176.49,,,0.041,3685.66,0,0,0,0,0,0,,,0,,47176.49,0,0,0.041,3685.66,,,,,,,,,,,,,,,,,,,
17.51,,,114.232,1.37,0,0,0,0,0,0,,,0,,17.51,0,0,114.232,1.37,,,,,,,,,,,,,,,,,,,
17.82,,,112.236,1.39,0,0,0,0,0,0,,,0,,17.82,0,0,112.236,1.39,,,,,,,,,,,,,,,,,,,
19.17,,,104.316,1.5,0,0,0,0,0,0,,,0,,19.17,0,0,104.316,1.5,,,,,,,,,,,,,,,,,,,
37001.95,,,0.05,2890.78,0,0,0,0,0,0,,,0,,37001.95,0,0,0.05,2890.78,,,,,,,,,,,,,,,,,,,
18.32,,,109.174,1.43,0,0,0,0,0,0,,,0,,18.32,0,0,109.174,1.43,,,,,,,,,,,,,,,,,,,
24.93,,,80.314,1.95,0,0,0,0,0,0,,,0,,24.93,0,0,80.314,1.95,,,,,,,,,,,,,,,,,,,
46454.69,,,0.041,3629.27,0,0,0,0,0,0,,,0,,46454.69,0,0,0.041,3629.27,,,,,,,,,,,,,,,,,,,
47048.2,,,0.041,3675.64,0,0,0,0,0,0,,,0,,47048.2,0,0,0.041,3675.64,,,,,,,,,,,,,,,,,,,
17.72,,,112.881,1.38,0,0,0,0,0,0,,,0,,17.72,0,0,112.881,1.38,,,,,,,,,,,,,,,,,,,
22.28,,,89.746,1.74,0,0,0,0,0,0,,,0,,22.28,0,0,89.746,1.74,,,,,,,,,,,,,,,,,,,
44347.86,,,0.043,3464.68,0,0,0,0,0,0,,,0,,44347.86,0,0,0.043,3464.68,,,,,,,,,,,,,,,,,,,
43402.87,,,0.044,3390.85,0,0,0,0,0,0,,,0,,43402.87,0,0,0.044,3390.85,,,,,,,,,,,,,,,,,,,
45020.3,,,0.043,3517.21,0,0,0,0,0,0,,,0,,45020.3,0,0,0.043,3517.21,,,,,,,,,,,,,,,,,,,
27.63,,,72.233,2.16,0,0,0,0,0,0,,,0,,27.63,0,0,72.233,2.16,,,,,,,,,,,,,,,,,,,
46826.78,,,0.041,3658.34,0,0,0,0,0,0,,,0,,46826.78,0,0,0.041,3658.34,,,,,,,,,,,,,,,,,,,
45708.54,,,0.042,3570.98,0,0,0,0,0,0,,,0,,45708.54,0,0,0.042,3570.98,,,,,,,,,,,,,,,,,,,
49455.25,,,0.039,3863.69,0,0,0,0,0,0,,,0,,49455.25,0,0,0.039,3863.69,,,,,,,,,,,,,,,,,,,
44304.05,,,0.044,3461.25,0,0,0,0,0,0,,,0,,44304.05,0,0,0.044,3461.25,,,,,,,,,,,,,,,,,,,
47179.94,,,0.041,3685.93,0,0,0,0,0,0,,,0,,47179.94,0,0,0.041,3685.93,,,,,,,,,,,,,,,,,,,
29.08,,,68.988,2.27,0,0,0,0,0,0,,,0,,29.08,0,0,68.988,2.27,,,,,,,,,,,,,,,,,,,
16.6,,,120.508,1.3,0,0,0,0,0,0,,,0,,16.6,0,0,120.508,1.3,,,,,,,,,,,,,,,,,,,
16.73,,,119.542,1.31,0,0,0,0,0,0,,,0,,16.73,0,0,119.542,1.31,,,,,,,,,,,,,,,,,,,
16.14,,,123.867,1.26,0,0,0,0,0,0,,,0,,16.14,0,0,123.867,1.26,,,,,,,,,,,,,,,,,,,
16.62,,,120.324,1.3,0,0,0,0,0,0,,,0,,16.62,0,0,120.324,1.3,,,,,,,,,,,,,,,,,,,
16.55,,,120.873,1.29,0,0,0,0,0,0,,,0,,16.55,0,0,120.873,1.29,,,,,,,,,,,,,,,,,,,
47857.42,,,0.04,3738.86,0,0,0,0,0,0,,,0,,47857.42,0,0,0.04,3738.86,,,,,,,,,,,,,,,,,,,
45946.7,,,0.042,3589.59,0,0,0,0,0,0,,,0,,45946.7,0,0,0.042,3589.59,,,,,,,,,,,,,,,,,,,
45988.32,,,0.042,3592.84,0,0,0,0,0,0,,,0,,45988.32,0,0,0.042,3592.84,,,,,,,,,,,,,,,,,,,
16.64,,,120.177,1.3,0,0,0,0,0,0,,,0,,16.64,0,0,120.177,1.3,,,,,,,,,,,,,,,,,,,
38465.53,,,0.049,3005.12,0,0,0,0,0,0,,,0,,38465.53,0,0,0.049,3005.12,,,,,,,,,,,,,,,,,,,
37.06,,,53.963,2.9,0,0,0,0,0,0,,,0,,37.06,0,0,53.963,2.9,,,,,,,,,,,,,,,,,,,
39287.95,,,0.049,3069.37,0,0,0,0,0,0,,,0,,39287.95,0,0,0.049,3069.37,,,,,,,,,,,,,,,,,,,
24324.92,,,0.08,1900.38,0,0,0,0,0,0,,,0,,24324.92,0,0,0.08,1900.38,,,,,,,,,,,,,,,,,,,
34055.07,,,0.056,2660.55,0,0,0,0,0,0,,,0,,34055.07,0,0,0.056,2660.55,,,,,,,,,,,,,,,,,,,
34234.38,,,0.057,2674.56,0,0,0,0,0,0,,,0,,34234.38,0,0,0.057,2674.56,,,,,,,,,,,,,,,,,,,
38636.59,,,0.05,3018.48,0,0,0,0,0,0,,,0,,38636.59,0,0,0.05,3018.48,,,,,,,,,,,,,,,,,,,
37680.68,,,0.051,2943.8,0,0,0,0,0,0,,,0,,37680.68,0,0,0.051,2943.8,,,,,,,,,,,,,,,,,,,
39876.54,,,0.048,3115.35,0,0,0,0,0,0,,,0,,39876.54,0,0,0.048,3115.35,,,,,,,,,,,,,,,,,,,
36225.06,,,0.053,2830.08,0,0,0,0,0,0,,,0,,36225.06,0,0,0.053,2830.08,,,,,,,,,,,,,,,,,,,
17.03,,,117.46,1.33,0,0,0,0,0,0,,,0,,17.03,0,0,117.46,1.33,,,,,,,,,,,,,,,,,,,
22.41,,,88.681,1.75,0,0,0,0,0,0,,,0,,22.41,0,0,88.681,1.75,,,,,,,,,,,,,,,,,,,
38862.72,,,0.049,3036.15,0,0,0,0,0,0,,,0,,38862.72,0,0,0.049,3036.15,,,,,,,,,,,,,,,,,,,
29.02,,,68.803,2.27,0,0,0,0,0,0,,,0,,29.02,0,0,68.803,2.27,,,,,,,,,,,,,,,,,,,
34722.7,,,0.056,2712.71,0,0,0,0,0,0,,,0,,34722.7,0,0,0.056,2712.71,,,,,,,,,,,,,,,,,,,
36307.92,,,0.053,2836.56,0,0,0,0,0,0,,,0,,36307.92,0,0,0.053,2836.56,,,,,,,,,,,,,,,,,,,
30727.87,,,0.064,2400.61,0,0,0,0,0,0,,,0,,30727.87,0,0,0.064,2400.61,,,,,,,,,,,,,,,,,,,
39879.72,,,0.048,3115.6,0,0,0,0,0,0,,,0,,39879.72,0,0,0.048,3115.6,,,,,,,,,,,,,,,,,,,
33132.99,,,0.057,2588.51,0,0,0,0,0,0,,,0,,33132.99,0,0,0.057,2588.51,,,,,,,,,,,,,,,,,,,
16.92,,,118.208,1.32,0,0,0,0,0,0,,,0,,16.92,0,0,118.208,1.32,,,,,,,,,,,,,,,,,,,
36104.54,,,0.053,2820.67,0,0,0,0,0,0,,,0,,36104.54,0,0,0.053,2820.67,,,,,,,,,,,,,,,,,,,
22.28,,,89.754,1.74,0,0,0,0,0,0,,,0,,22.28,0,0,89.754,1.74,,,,,,,,,,,,,,,,,,,
27242.17,,,0.07,2128.29,0,0,0,0,0,0,,,0,,27242.17,0,0,0.07,2128.29,,,,,,,,,,,,,,,,,,,
17.19,,,116.344,1.34,0,0,0,0,0,0,,,0,,17.19,0,0,116.344,1.34,,,,,,,,,,,,,,,,,,,
36218.96,,,0.053,2829.61,0,0,0,0,0,0,,,0,,36218.96,0,0,0.053,2829.61,,,,,,,,,,,,,,,,,,,
53.27,,,37.542,4.16,0,0,0,0,0,0,,,0,,53.27,0,0,37.542,4.16,,,,,,,,,,,,,,,,,,,
34975.19,,,0.055,2732.44,0,0,0,0,0,0,,,0,,34975.19,0,0,0.055,2732.44,,,,,,,,,,,,,,,,,,,
22.29,,,89.729,1.74,0,0,0,0,0,0,,,0,,22.29,0,0,89.729,1.74,,,,,,,,,,,,,,,,,,,
60.51,,,32.297,4.73,0,0,0,0,0,0,,,0,,60.51,0,0,32.297,4.73,,,,,,,,,,,,,,,,,,,
32959.57,,,0.058,2574.97,0,0,0,0,0,0,,,0,,32959.57,0,0,0.058,2574.97,,,,,,,,,,,,,,,,,,,
34630.06,,,0.056,2705.47,0,0,0,0,0,0,,,0,,34630.06,0,0,0.056,2705.47,,,,,,,,,,,,,,,,,,,
36886.49,,,0.052,2881.76,0,0,0,0,0,0,,,0,,36886.49,0,0,0.052,2881.76,,,,,,,,,,,,,,,,,,,
30649.32,,,0.063,2394.48,0,0,0,0,0,0,,,0,,30649.32,0,0,0.063,2394.48,,,,,,,,,,,,,,,,,,,
16.83,,,118.854,1.31,0,0,0,0,0,0,,,0,,16.83,0,0,118.854,1.31,,,,,,,,,,,,,,,,,,,
35232.79,,,0.055,2752.56,0,0,0,0,0,0,,,0,,35232.79,0,0,0.055,2752.56,,,,,,,,,,,,,,,,,,,
39791.26,,,0.049,3108.69,0,0,0,0,0,0,,,0,,39791.26,0,0,0.049,3108.69,,,,,,,,,,,,,,,,,,,
34.91,,,57.288,2.73,0,0,0,0,0,0,,,0,,34.91,0,0,57.288,2.73,,,,,,,,,,,,,,,,,,,
67.55,,,29.604,5.28,0,0,0,0,0,0,,,0,,67.55,0,0,29.604,5.28,,,,,,,,,,,,,,,,,,,
35523.35,,,0.054,2775.26,0,0,0,0,0,0,,,0,,35523.35,0,0,0.054,2775.26,,,,,,,,,,,,,,,,,,,
35720.92,,,0.054,2790.7,0,0,0,0,0,0,,,0,,35720.92,0,0,0.054,2790.7,,,,,,,,,,,,,,,,,,,
43259.99,,,0.045,3379.69,0,0,0,0,0,0,,,0,,43259.99,0,0,0.045,3379.69,,,,,,,,,,,,,,,,,,,
28451.36,,,0.067,2222.76,0,0,0,0,0,0,,,0,,28451.36,0,0,0.067,2222.76,,,,,,,,,,,,,,,,,,,
35834.39,,,0.054,2799.56,0,0,0,0,0,0,,,0,,35834.39,0,0,0.054,2799.56,,,,,,,,,,,,,,,,,,,
26.42,,,75.705,2.06,0,0,0,0,0,0,,,0,,26.42,0,0,75.705,2.06,,,,,,,,,,,,,,,,,,,
43345.4,,,0.044,3386.36,0,0,0,0,0,0,,,0,,43345.4,0,0,0.044,3386.36,,,,,,,,,,,,,,,,,,,
44930.69,,,0.043,3510.21,0,0,0,0,0,0,,,0,,44930.69,0,0,0.043,3510.21,,,,,,,,,,,,,,,,,,,
44396.5,,,0.043,3468.48,0,0,0,0,0,0,,,0,,44396.5,0,0,0.043,3468.48,,,,,,,,,,,,,,,,,,,
43371.53,,,0.044,3388.4,0,0,0,0,0,0,,,0,,43371.53,0,0,0.044,3388.4,,,,,,,,,,,,,,,,,,,
45233.52,,,0.043,3533.87,0,0,0,0,0,0,,,0,,45233.52,0,0,0.043,3533.87,,,,,,,,,,,,,,,,,,,
42563.61,,,0.045,3325.28,0,0,0,0,0,0,,,0,,42563.61,0,0,0.045,3325.28,,,,,,,,,,,,,,,,,,,
44182.98,,,0.043,3451.8,0,0,0,0,0,0,,,0,,44182.98,0,0,0.043,3451.8,,,,,,,,,,,,,,,,,,,
27.04,,,73.711,2.11,0,0,0,0,0,0,,,0,,27.04,0,0,73.711,2.11,,,,,,,,,,,,,,,,,,,
47397.75,,,0.041,3702.95,0,0,0,0,0,0,,,0,,47397.75,0,0,0.041,3702.95,,,,,,,,,,,,,,,,,,,
44450.37,,,0.043,3472.69,0,0,0,0,0,0,,,0,,44450.37,0,0,0.043,3472.69,,,,,,,,,,,,,,,,,,,
16.81,,,118.972,1.31,0,0,0,0,0,0,,,0,,16.81,0,0,118.972,1.31,,,,,,,,,,,,,,,,,,,
51637.82,,,0.037,4034.2,0,0,0,0,0,0,,,0,,51637.82,0,0,0.037,4034.2,,,,,,,,,,,,,,,,,,,
42758.52,,,0.045,3340.51,0,0,0,0,0,0,,,0,,42758.52,0,0,0.045,3340.51,,,,,,,,,,,,,,,,,,,
16.95,,,118,1.32,0,0,0,0,0,0,,,0,,16.95,0,0,118,1.32,,,,,,,,,,,,,,,,,,,
46020.07,,,0.042,3595.32,0,0,0,0,0,0,,,0,,46020.07,0,0,0.042,3595.32,,,,,,,,,,,,,,,,,,,
46536.52,,,0.041,3635.67,0,0,0,0,0,0,,,0,,46536.52,0,0,0.041,3635.67,,,,,,,,,,,,,,,,,,,
48086.4,,,0.04,3756.75,0,0,0,0,0,0,,,0,,48086.4,0,0,0.04,3756.75,,,,,,,,,,,,,,,,,,,
45553.52,,,0.042,3558.87,0,0,0,0,0,0,,,0,,45553.52,0,0,0.042,3558.87,,,,,,,,,,,,,,,,,,,
49394.18,,,0.039,3858.92,0,0,0,0,0,0,,,0,,49394.18,0,0,0.039,3858.92,,,,,,,,,,,,,,,,,,,
47298.88,,,0.041,3695.22,0,0,0,0,0,0,,,0,,47298.88,0,0,0.041,3695.22,,,,,,,,,,,,,,,,,,,
46963.46,,,0.041,3669.02,0,0,0,0,0,0,,,0,,46963.46,0,0,0.041,3669.02,,,,,,,,,,,,,,,,,,,
45351.68,,,0.042,3543.1,0,0,0,0,0,0,,,0,,45351.68,0,0,0.042,3543.1,,,,,,,,,,,,,,,,,,,
39674.75,,,0.049,3099.59,0,0,0,0,0,0,,,0,,39674.75,0,0,0.049,3099.59,,,,,,,,,,,,,,,,,,,
46732.14,,,0.041,3650.95,0,0,0,0,0,0,,,0,,46732.14,0,0,0.041,3650.95,,,,,,,,,,,,,,,,,,,
16.61,,,120.429,1.3,0,0,0,0,0,0,,,0,,16.61,0,0,120.429,1.3,,,,,,,,,,,,,,,,,,,
43506.07,,,0.044,3398.91,0,0,0,0,0,0,,,0,,43506.07,0,0,0.044,3398.91,,,,,,,,,,,,,,,,,,,
46343.07,,,0.041,3620.55,0,0,0,0,0,0,,,0,,46343.07,0,0,0.041,3620.55,,,,,,,,,,,,,,,,,,,
46949.46,,,0.041,3667.93,0,0,0,0,0,0,,,0,,46949.46,0,0,0.041,3667.93,,,,,,,,,,,,,,,,,,,
